Hugo_Symbol	Entrez_Gene_Id	TCGA-2J-AAB1-01	TCGA-2J-AAB4-01	TCGA-2J-AAB6-01	TCGA-2J-AAB8-01	TCGA-2J-AAB9-01	TCGA-2J-AABA-01	TCGA-2J-AABE-01	TCGA-2J-AABF-01	TCGA-2J-AABH-01	TCGA-2J-AABI-01
ACSM2A	123876	-1.5101	-1.5101	-1.5101	-1.5101	-1.5101	-0.6268	-1.5101	0.0933	-1.5101	-1.5101
ACSM2B	348158	0.1173	-1.6542	-1.6542	-1.6542	1.1729	1.4106	-1.6542	-1.6542	-0.4231	-1.6542
ACSM3	6296	0.985	0.3019	-2.1508	0.149	1.0547	1.0383	0.041	0.2641	-0.0566	-2.4742
ACSM4	341392	-1.9347	-1.9347	-1.9347	-1.9347	-1.9347	-1.9347	-1.9347	-0.8393	-0.6293	2.2394
ACSM5	54988	-0.2353	-0.0129	-1.8487	0.312	0.6639	-0.8019	-0.8164	1.2577	0.0229	-1.8926
ACSS1	84532	0.8976	0.6542	-2.8454	-0.3028	0.736	0.3802	0.2045	0.5036	-0.3495	-0.569
ACSS2	55902	0.864	0.6259	0.3284	-0.421	0.2397	0.0287	-0.2214	1.049	0.7024	-0.7045
ACSS3	79611	0.1146	0.2955	0.0029	0.8291	0.4517	0.624	-0.1258	0.286	0.0079	-0.5434
ACTA1	58	-1.836	-0.1634	-1.2247	0.2353	0.0739	-0.171	0.382	0.2733	-0.1307	-0.3014
ACTA2	59	-0.7065	-0.6871	0.2391	1.3095	0.4753	0.2244	0.6632	-0.1995	-0.2111	-0.2366
ACTB	60	1.0469	0.5179	1.778	0.9349	0.5395	-0.1212	0.3414	0.3779	0.864	-0.3776
ACTBL2	345651	-0.0417	0.8934	-0.0588	0.0737	0.3798	1.1083	0.667	-0.05	0.1917	-0.2997
ACTC1	70	-0.783	-0.1021	-0.2075	-0.3831	0.1208	-1.4032	0.1531	0.046	-0.1951	-1.5926
ACTG1	71	0.8095	-0.308	0.6543	-0.0238	1.3026	1.0121	-0.7564	-0.6387	1.2349	1.2181
ACTG2	72	-1.1039	-1.578	-0.6423	0.9587	0.2983	-0.6594	0.241	-0.4541	-1.2431	0.1618
ACTL6A	86	-0.3192	-0.3437	1.6581	1.7444	-0.4864	-0.9234	-0.2302	-0.5339	0.3035	-0.624
ACTL6B	51412	-0.177	0.377	0.5438	-1.4555	0.0736	-1.4555	-0.6831	0.5107	0.7757	-1.2632
ACTL7A	10881	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828	-2.5828
ACTL7B	10880	-2.3337	-0.7227	-2.3337	-2.3337	-2.3337	-2.3337	-2.3337	-0.9425	-2.3337	0.1685
ACTL8	81569	-0.8835	-0.8835	-0.8835	3.1339	-0.8835	-0.8835	-0.5417	-0.5022	-0.1657	-0.8835
ACTL9	284382	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648	-1.3648
ACTN1	87	-0.6937	0.533	0.4439	0.1405	0.821	-1.1542	1.2973	-0.4058	0.0103	-0.4381
ACTN2	88	-0.536	-0.2809	-0.0315	0.1341	0.4041	0.2194	-0.9562	0.7458	-1.2404	-0.8125
ACTN3	89	0.1797	-0.0051	-0.221	-0.8537	-2.0501	1.1876	-1.183	1.558	-2.0501	-1.4913
ACTN4	81	0.0818	0.5892	2.8945	-0.4309	0.1963	-0.5887	-0.2278	0.7217	0.6677	-0.9519
ACTR10	55860	-0.4606	-0.4913	1.4816	-0.2498	0.0536	-1.7546	-0.3229	-1.0481	-0.7387	-3.6171
ACTR1A	10121	0.462	-0.2468	0.3627	0.1139	0.3684	-1.5612	0.2765	-0.3937	0.8055	-0.4856
ACTR1B	10120	-0.1882	0.6235	-1.4214	-0.5423	0.1143	-0.0573	1.7573	-0.5951	1.4536	3.2551
ACTR2	10097	-0.7742	-0.4214	0.0609	0.353	0.0874	-0.4345	-0.2539	0.257	-0.4293	-1.3397
ACTR3	10096	-0.8477	0.2618	0.4702	0.3172	0.6696	-0.8369	0.5315	0.5281	-0.225	-1.0121
ACTR3B	57180	-0.3315	-0.3085	-1.0614	-1.0084	-0.2473	0.5776	-0.5866	-0.2603	0.4964	-0.1168
ACTR3C	653857	0.282	0.7681	1.9791	-2.4735	-0.138	-0.0118	-1.4206	0.2743	0.7002	-0.8926
ACTR5	79913	0.1008	-0.9465	0.1231	-0.7051	-0.3966	0.3194	0.6345	-0.266	-0.4606	1.321
ACTR6	64431	-1.2767	-0.9344	0.0461	-0.7364	-0.4491	0.0191	-0.1596	-0.457	-2.6117	-1.4389
ACTR8	93973	0.0431	0.1001	0.7514	-1.9312	-0.4438	1.4238	-0.5011	0.1134	0.4239	-1.0086
ACTRT1	139741	-2.952	-2.952	-2.952	-2.952	-2.952	-2.952	-2.952	-0.7163	-2.952	-2.952
ACTRT2	140625	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049	-4.5049
ACVR1	90	-0.0363	0.3488	-0.315	0.2421	0.4332	0.146	0.7568	-0.1525	0.5378	-0.38
ACVR1B	91	1.0138	0.6539	-1.8191	-0.0178	0.7352	-0.2871	0.786	0.3738	0.3171	-1.8694
ACVR1C	130399	-0.6588	0.2091	0.5806	-0.2374	-0.6356	0.3394	-0.8658	0.3508	-0.4781	0.0566
ACVR2A	92	0.3279	-0.0133	-1.3489	0.5506	0.261	0.7407	0.7347	0.3094	-0.7631	-0.637
ACVR2B	93	-0.933	0.4774	0.6387	-0.6911	0.8671	-0.6558	-0.0292	-0.0208	-0.5781	0.3449
ACVRL1	94	-0.0201	-0.0099	-0.8565	-0.8403	0.2569	0.4496	0.5186	0.4199	-0.639	-1.6146
ACY1	95	1.6305	0.0999	0.5212	0.6117	-0.2838	0.9855	0.656	0.1368	0.914	-0.0869
ACY3	91703	0.8807	1.2491	-1.5501	-0.3746	-0.0252	0.6128	0.0226	0.9977	0.1431	-1.056
ACYP1	97	0.107	1.108	1.1038	0.6469	-0.8521	-1.1166	-0.2456	-0.6349	0.1743	-0.0228
ACYP2	98	-0.934	0.0885	0.4998	-0.596	0.1228	0.072	-1.7905	0.2207	0.3137	0.753
ADA	100	-1.0281	-0.1937	0.6647	0.4893	0.2576	-0.1211	-0.0782	-0.0717	-0.1846	0.2146
ADAD1	132612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAD2	161931	-0.0305	-0.6769	-1.9375	-1.9375	1.159	0.807	0.642	-0.5746	0.6533	0.6696
ADAL	161823	-0.3265	0.6758	-0.511	0.0057	0.2633	-0.4218	-0.2253	0.1067	-0.5356	0.8801
ADAM10	102	0.4184	0.0393	0.1859	0.4393	0.0389	0.4589	-0.2195	0.6655	-0.1158	0.1638
ADAM11	4185	-0.8018	-0.2683	-0.5717	-2.2536	-0.3944	-0.4828	-0.2073	-0.3196	-1.2797	2.6153
ADAM12	8038	-0.4923	-0.9486	0.3142	0.9444	0.3293	0.327	0.3711	0.0765	0.0071	0.6158
ADAM15	8751	0.0351	0.1485	0.9011	-0.0348	-0.4797	-0.7769	0.5124	0.4166	1.6465	-1.3813
ADAM17	6868	-0.5665	-0.9462	0.2022	-0.5268	0.2285	0.4338	-0.3178	0.4822	0.5341	1.0228
ADAM18	8749	-2.1391	0.1057	-2.1391	-2.1391	-2.1391	-2.1391	-2.1391	-2.1391	-2.1391	-2.1391
ADAM19	8728	-0.7232	-0.4024	2.1396	0.6949	0.8909	-0.2157	0.3511	-0.0416	0.0581	0.3645
ADAM20	8748	-0.0299	0.2031	1.6156	1.7634	-2.484	-0.2735	-1.1765	-0.0809	-1.4999	1.4647
ADAM21	8747	0.0136	0.2306	0.0122	0.7746	-1.2918	-1.1211	-1.7983	-0.2326	1.4585	-0.4189
ADAM21P1	145241	-0.9676	-0.3646	0.0981	-2.09	-2.09	-2.09	-2.09	-0.5764	-1.0687	-0.0095
ADAM2	2515	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841	-1.5841
ADAM22	53616	-0.3182	0.1705	-0.3742	0.4669	0.3427	1.2745	0.7404	0.7583	0.3407	0.3033
ADAM23	8745	-0.158	-0.1175	-0.5477	0.142	-0.0415	0.1135	-1.0626	-0.1778	-0.023	-0.8381
ADAM28	10863	0.936	0.2541	-1.9128	-0.5181	-0.5488	-0.2199	-0.1716	0.332	0.4601	0.1545
ADAM29	11086	1.5885	0.2125	-1.5199	-1.5199	-0.2415	-1.5199	-0.1099	-0.2488	-1.5199	-1.5199
ADAM30	11085	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007	-7.8007
ADAM32	203102	0.3229	-1.0999	1.7896	0.511	0.8868	0.5807	-1.5617	0.8113	-0.9185	0.1774
ADAM33	80332	-0.4726	-0.1909	-0.4934	0.3839	0.4721	1.6829	0.7016	0.0345	-0.8785	-0.9417
ADAM3A	1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM5P	255926	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219	-7.5219
ADAM6	8755	-0.2085	-0.9045	-0.6042	0.1535	0.7762	1.0404	-0.0488	0.5635	-0.2927	0.4854
ADAM7	8756	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812	-1.8812
ADAM8	101	0.523	0.5652	1.5157	0.2757	-0.8631	-0.3003	0.3165	0.4114	0.9849	1.2379
ADAM9	8754	-0.0939	-0.165	0.576	-0.4961	0.1238	0.0064	-0.6488	0.6081	0.6676	-0.4922
ADAMDEC1	27299	0.0466	-0.5221	-0.682	-0.6741	-0.8155	-0.4728	-1.0983	1.119	0.0272	0.1369
ADAMTS10	81794	-0.0808	0.9675	-1.1714	0.0775	1.3461	0.2498	0.5745	0.8253	0.4327	-0.6158
ADAMTS12	81792	-0.0495	-0.1958	0.515	0.8176	0.0848	0.0559	0.6258	0.5808	0.414	0.3878
ADAMTS13	11093	-0.331	0.8305	-1.2604	-0.3022	-0.2007	0.0121	0.7623	-0.095	0.1392	2.414
ADAMTS14	140766	-0.596	0.4863	0.0764	0.8576	0.2192	0.1477	1.3665	-0.177	-0.2831	0.2463
ADAMTS15	170689	-0.4545	0.5717	0.4625	0.7578	0.7258	0.0224	0.3048	-0.2081	0.1563	1.0237
ADAMTS16	170690	-0.657	-0.9603	-0.7274	0.5111	-0.2426	0.7148	0.2586	-0.7296	-0.7558	-0.6988
ADAMTS17	170691	-0.0538	0.4136	-1.9326	0.217	0.3546	0.2259	0.3891	0.7953	0.1777	0.8257
ADAMTS18	170692	-1.0811	-0.347	-2.8895	0.0896	-0.3504	2.4626	0.154	0.1487	-1.1791	-1.4277
ADAMTS19	171019	-1.676	-1.0293	-1.676	-1.676	-1.676	-1.676	-1.676	-1.676	-1.676	-1.676
ADAMTS1	9510	-0.1222	0.1942	-0.5274	0.1764	0.1991	0.5608	-0.5607	-0.3758	-0.2983	-2.2459
ADAMTS20	80070	-1.1621	-0.5005	-0.295	-1.1621	-1.1621	-0.2463	-1.1621	-1.1621	-1.1621	-1.1621
ADAMTS2	9509	-0.2163	0.0579	0.5861	0.5086	0.2933	-0.0434	0.5945	0.6632	0.3654	-0.1251
ADAMTS3	9508	0.2126	-0.4097	-0.0506	-0.1144	0.2516	0.0485	-0.3232	0.3184	-1.0229	0.7829
ADAMTS4	9507	-0.5718	-0.1522	0.6058	0.5986	-0.234	0.6218	0.5178	-0.379	-0.4617	-0.8985
ADAMTS5	11096	-1.1981	-0.1469	0.1494	0.5626	-1.1735	-0.0965	0.1016	0.0835	-1.011	-1.8806
ADAMTS6	11174	-0.3247	-0.9012	1.4734	1.5139	-0.3028	0.4791	2.1662	-0.4787	-0.8426	-0.2826
ADAMTS7	11173	-0.3949	-0.5735	-0.2159	0.6965	0.6497	-0.068	0.8486	-0.158	-0.2644	0.6995
ADAMTS8	11095	0.4041	0.1996	-0.2255	0.1192	1.351	-0.3696	-1.0303	0.3884	-0.4295	1.0098
ADAMTS9	56999	-0.4018	0.0685	0.7318	-0.6645	0.236	-0.1225	0.3324	0.2609	0.5485	-1.3312
ADAMTSL1	92949	0.0644	-1.0408	0.0709	0.5596	0.2314	0.0313	-0.0575	0.0122	-0.0802	-1.0955
ADAMTSL2	9719	0.4927	1.0746	-0.0374	-0.3722	0.3721	-1.1125	0.0216	0.3711	-0.1425	-0.9347
ADAMTSL3	57188	0.0011	0.1692	-0.5079	-0.643	0.5699	-0.453	-0.3374	0.6301	0.2541	-2.8664
ADAMTSL4	54507	-0.0364	-0.0614	2.4918	0.4948	-0.4369	1.003	1.6864	0.2238	-0.1856	-0.2808
ADAMTSL5	339366	1.6787	0.7037	0.9616	0.8976	-0.0904	0.8288	0.876	-0.3799	1.1567	-0.9881
ADAP1	11033	1.3212	0.2656	-0.172	0.4699	-0.3826	0.5732	0.4676	-0.2967	0.4531	0.262
ADAP2	55803	-0.4522	0.0186	-0.0215	0.1935	0.2136	-1.1444	-0.0905	1.2348	0.2634	-0.721
ADAR	103	-0.2909	0.2065	1.5411	2.1295	-1.005	-0.4433	0.6496	1.7867	0.7598	0.5033
ADARB1	104	-0.353	-0.5407	1.1355	1.2125	-0.1613	0.6148	0.4589	-0.1601	-1.5846	0.8168
ADARB2	105	1.053	0.6267	-1.0516	-1.1729	1.4767	-1.6417	-0.0384	0.6698	0.3872	-1.4365
ADAT1	23536	-0.2518	-0.2766	-0.2885	0.2461	-0.0255	0.2477	0.3883	0.9735	0.5029	0.1524
ADAT2	134637	-1.0137	1.2379	-0.2222	0.9086	-0.4963	0.0911	0.1209	0.2494	-0.4126	-0.4652
ADAT3	113179	0.9649	0.146	-0.4985	0.1705	0.4942	0.3438	0.7896	0.6047	0.6058	0.0941
ADC	113451	-0.3137	-0.0029	0.1265	0.5844	0.302	1.476	0.123	0.1085	-0.2846	0.6647
ADCK1	57143	-0.1263	0.0249	0.8077	-0.0347	-0.0137	-1.0361	0.5074	0.4932	-0.25	-2.1755
ADCK2	90956	1.0601	-0.0209	-1.0257	-0.9771	0.2322	0.2931	-0.1618	-0.0877	-0.0257	2.8447
ADCK4	79934	0.8381	-0.7741	0.981	-0.2831	-0.2398	0.6226	0.4074	0.5211	1.3486	0.7887
ADCK5	203054	0.352	0.3776	-0.4747	-0.2606	-0.2034	-0.2208	0.3502	0.2703	1.9815	0.4705
ADCY10	55811	0.1312	-0.0366	0.3515	-0.34	-1.6475	1.1513	-1.6475	1.0045	0.3427	-0.571
ADCY1	107	-0.6232	0.1482	-0.2341	-0.0737	0.0522	-0.9048	-0.2405	0.2159	0.359	-1.5721
ADCY2	108	-0.4353	-0.1051	-1.5388	0.735	-0.0796	0.1614	0.7508	-0.6117	-0.4594	-0.2743
ADCY3	109	-0.0498	-1.2895	-1.3876	-0.5386	0.4914	0.2716	-0.7864	0.2737	-0.2448	0.0398
ADCY4	196883	0.4789	-0.5879	-2.3904	0.3121	0.3589	0.5753	1.3302	0.4607	0.2144	-1.9939
ADCY5	111	0.1155	0.9692	-1.4381	-1.2064	0.9962	-0.5374	-0.2878	0.6953	0.6399	-1.6358
ADCY6	112	-0.6113	0.7714	-1.2354	0.6956	-0.2999	1.8074	1.2383	0.5146	-0.5666	-0.4707
ADCY7	113	-0.5235	-0.3167	-0.0798	0.9647	-0.1546	-0.2201	0.0277	0.6601	0.269	0.7463
ADCY8	114	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811	-0.9811
ADCY9	115	-0.2358	0.6895	-2.0212	-0.5252	0.5935	0.16	0.0208	0.4389	-0.3625	-0.4007
ADCYAP1	116	-0.0474	0.708	0.4894	-1.0585	0.2094	0.5509	-0.7663	0.7322	0.595	-2.2835
ADCYAP1R1	117	-0.4061	-0.1173	-1.5319	0.4165	-0.1016	-0.9246	-0.5286	-0.2587	-0.4882	-1.5319
ADD1	118	0.6845	-0.4717	0.2704	-1.3509	0.5964	0.5147	0.4957	0.1697	0.8392	2.1296
ADD2	119	-0.8902	-0.6399	-0.1702	0.097	-0.1155	-0.0632	0.2483	-0.2968	-0.2425	0.2207
ADD3	120	0.2907	0.0611	-1.5066	0.7247	-0.5293	-0.4179	0.1679	0.5141	0.3945	-0.5052
ADH1A	124	-0.057	0.6236	-2.1923	-0.9356	-0.3728	0.352	-1.5452	0.0877	-0.5206	-1.3589
ADH1B	125	0.2498	0.007	-1.1026	-0.8729	0.0995	0.5693	-1.0379	0.4506	-0.7284	-2.1759
ADH1C	126	1.1507	0.7173	-2.2186	0.1058	-0.1671	1.3538	0.1451	0.5523	0.1962	-0.4666
ADH4	127	-0.2327	0.215	-1.7528	-0.7308	-0.6557	1.5696	-1.7528	0.4517	-1.2751	-1.5168
ADH5	128	0.265	-0.0367	-0.4407	0.2696	-0.3912	1.2096	-1.0733	-0.4071	-0.8444	1.0592
ADH6	130	1.37	0.7313	-1.502	-0.0032	-0.6866	2.2356	0.75	0.1992	0.2326	-1.6572
ADH7	131	-0.9892	-0.9892	-0.9892	-0.9892	-0.9892	-0.9892	-0.9892	-0.4799	-0.9892	-0.9892
ADHFE1	137872	0.1266	0.1644	-2.1942	-0.0602	1.0809	0.6045	0.5247	0.1575	-0.1993	1.4563
ADI1	55256	0.9354	-1.156	-0.3898	0.4152	0.0043	0.5122	0.0604	-0.4987	0.6574	-1.0451
ADIG	149685	-11.5281	-0.6566	-11.5281	-11.5281	-11.5281	-11.5281	-11.5281	-11.5281	-11.5281	-11.5281
ADIPOQ	9370	-1.0166	-1.2418	-1.3856	0.5626	-0.5646	0.0291	-0.6163	-0.3231	0.4789	-1.3856
ADIPOR1	51094	-0.1288	-0.1673	1.926	0.5293	-0.4408	-0.4763	1.8983	-0.023	2.1125	1.2914
ADIPOR2	79602	0.6572	-0.3158	-0.4482	0.0552	0.1229	0.0975	-0.5766	0.5982	0.6617	1.962
ADK	132	-0.4609	0.3161	2.2955	0.017	0.6022	-0.6003	-0.7045	-0.6319	-0.3787	1.5221
ADM	133	0.5549	1.7695	1.6743	-0.7927	-1.1961	-0.2782	-0.5093	-1.067	-0.8829	1.8697
ADM2	79924	0.755	0.6827	-0.4476	0.1269	-0.425	0.9408	0.7387	0.3819	1.1425	-1.0625
ADNP2	22850	-0.4651	-0.5228	-1.4958	-0.5863	-0.5296	-0.6961	-1.1812	-0.3274	-0.7866	0.229
ADNP	23394	-0.4016	-0.7407	0.3446	0.3253	-0.0641	0.2024	-0.4727	0.7872	-0.4794	0.9698
ADO	84890	-0.3749	-1.0335	0.1079	0.8859	0.5542	-0.3394	-0.272	-0.3303	-0.9335	-0.0494
ADORA1	134	0.1496	1.228	-1.1313	-0.4396	0.7474	-0.1209	0.3465	0.4171	0.3003	-1.0893
ADORA2A	135	-0.1377	0.4363	-0.0445	-0.766	0.0793	-0.5151	-1.0515	0.4808	-0.6074	-0.0299
ADORA2B	136	0.5501	0.1165	-0.3178	0.1711	0.0778	1.7119	0.2061	-0.9101	0.4362	3.0487
ADORA3	140	0.3044	-0.0503	0.0242	0.0949	0.5723	-0.1436	-0.6257	1.4339	0.4585	-0.0688
ADPGK	83440	-0.1093	0.5647	0.0557	0.4062	-0.7447	0.288	-0.725	0.652	-0.5939	1.8172
ADPRH	141	0.1627	-0.1766	-0.5465	0.3987	0.9998	-0.7158	0.0361	0.8955	-0.5058	-1.2405
ADPRHL1	113622	0.4751	-0.1425	-0.3316	-0.5633	0.7543	0.1859	-0.6469	0.5675	1.0396	3.0289
ADPRHL2	54936	1.1038	0.4244	1.4377	-0.649	0.0606	0.18	-0.1377	0.4183	-1.3894	-0.62
ADRA1A	148	-0.6939	-0.4691	-0.143	-0.0691	-0.6151	-1.8225	-0.4907	-0.1325	-0.4371	-1.8225
ADRA1B	147	-1.4939	-0.1914	0.5123	-0.0615	0.7894	1.0575	-0.4367	0.0297	-0.1921	1.2938
ADRA1D	146	-0.6322	1.3988	-0.0566	-0.8218	-0.1537	0.0205	-0.2447	0.5123	0.1421	-1.4035
ADRA2A	150	1.3867	0.6097	-1.3118	0.2025	0.4549	0.0646	0.3732	-0.0779	0.5947	-1.2115
ADRA2B	151	1.2411	1.8687	-1.4442	0.4191	-0.184	0.0634	-0.1654	-0.3086	-0.7537	2.4638
ADRA2C	152	0.401	0.5695	-1.4103	-0.6872	0.8386	-1.0911	0.0492	-0.0805	0.3564	-0.3747
ADRB1	153	-0.0463	0.669	-0.1146	-2.5287	0.4762	-0.2644	-1.0353	-0.2229	-0.6081	1.6717
ADRB2	154	0.0142	0.0131	0.1983	-0.3202	-0.2555	-0.2371	-1.2723	0.2523	-0.584	2.8906
ADRB3	155	0.693	1.0188	-0.2258	-0.8874	0.3688	0.1859	0.6533	0.4082	0.2283	-0.5348
ADRBK1	156	0.1558	-0.291	0.4109	-1.2037	-0.7274	0.18	0.8887	1.7945	0.6703	2.248
ADRBK2	157	-0.1852	0.9872	-0.7708	-1.279	0.1543	-0.3739	-0.1482	0.7129	-0.0707	-1.3576
ADRM1	11047	-0.045	-0.7975	2.1528	-0.5299	0.1568	0.0883	-0.1757	0.1129	0.8649	2.1498
ADSL	158	-0.4668	-0.5678	-1.2103	-1.2475	1.0866	-0.6709	-0.3672	-0.584	-1.4223	-0.3486
ADSS	159	-0.5276	0.3498	1.0747	0.6207	-0.2401	-0.2016	0.998	-0.2427	0.4485	0.1224
ADSSL1	122622	-0.4752	0.292	1.8818	-1.0533	-0.2834	-1.2033	-0.9117	0.0126	-0.1134	2.1377
AEBP1	165	-0.147	-0.0785	0.3856	1.1845	0.5264	0.5853	1.0532	-0.512	-0.1982	-0.1841
AEBP2	121536	-1.0127	-1.3923	-0.6849	0.4241	0.1879	0.5316	-0.3729	0.3032	-0.502	2.9033
AEN	64782	-0.2081	-0.3697	0.1624	-0.0449	-0.5446	0.8193	0.0955	-0.1304	-1.1661	-1.491
AES	166	0.7539	0.5451	0.2865	-0.3226	0.5685	-0.4849	0.8567	-0.4943	0.5162	-0.112
AFAP1	60312	-0.0853	-0.1235	1.3835	-0.0924	0.2148	-0.0338	0.0921	-0.411	0.5513	1.923
AFAP1L1	134265	-0.069	-0.2949	-0.7666	0.1127	0.3814	1.0125	-0.0957	-0.4289	-0.4284	-0.162
AFAP1L2	84632	0.8187	0.5331	0.2777	0.6648	0.2087	-0.1468	0.46	-0.1239	1.1345	-0.908
AFARP1	246182	-0.1263	1.2412	-0.7471	-0.1745	-0.5158	-0.0374	-1.1144	0.2607	0.7991	0.0186
AFF1	4299	0.3592	0.2319	-1.5434	-0.6949	-0.1693	0.6651	-0.3123	0.6089	0.4221	-0.0582
AFF2	2334	-0.2263	1.1289	-0.67	-0.7772	0.432	0.5848	-0.5365	0.3956	-0.57	0.0178
AFF3	3899	0.0917	-0.0978	-0.6919	1.2993	-0.2371	-0.0446	-0.57	0.341	0.0237	0.04
AFF4	27125	-0.6807	0.0603	-0.3051	-0.2021	-0.3813	0.3888	-0.4587	0.0749	-0.0877	-0.4856
AFG3L1	172	-0.5031	0.2731	-0.9048	0.0671	-0.6808	0.1613	0.3907	1.1328	-0.0186	1.0523
AFG3L2	10939	1.0991	0.1647	-1.0565	1.6923	0.04	0.3347	-0.1148	-1.4356	2.3976	0.3919
AFM	173	-0.6395	-0.6948	-1.1169	-1.1169	-1.1169	0.1536	-1.1169	0.3817	-0.6825	-1.1169
AFMID	125061	-0.1591	0.4209	-0.776	-0.1143	0.6921	-0.4769	-0.3905	0.1091	0.5671	1.2525
AFP	174	-0.4096	-1.1973	0.3843	-1.1973	0.1278	3.3817	-0.6416	0.9981	-0.4725	-1.1973
AFTPH	54812	0.7853	0.6208	-1.236	-0.0265	-0.4773	0.1796	-0.0357	-0.9534	0.1996	-0.8275
C11orf96	387763	-1.0706	-0.2498	0.435	0.2689	0.5914	0.7306	0.5609	-0.6662	-1.1205	-0.5088
AGA	175	0.0156	1.4892	-0.4519	-2.3826	-0.0411	-1.0607	0.3363	-0.4697	0.0193	0.2829
AGAP11	119385	0.2813	-0.9856	0.5999	0.1338	0.0607	1.3505	-0.8034	0.2116	-0.3967	2.1951
AGAP1	116987	-0.8308	0.07	-1.1119	0.3585	0.4132	-1.9504	1.6426	0.2771	0.2881	1.6637
AGAP2	116986	1.5778	0.5986	-0.861	-0.6522	0.4488	0.2609	-0.2326	0.707	0.3541	-0.1863
AGAP3	116988	-0.0677	-0.0835	2.6873	-0.0891	-0.408	0.4986	-0.055	0.1665	-0.5851	1.8315
AGAP4	119016	-0.6905	0.5915	-0.655	0.8372	0.0682	-0.3189	0.5482	0.5722	0.5059	0.7517
AGAP5	729092	-0.5502	-0.4893	-1.3882	0.8826	-0.353	0.467	0.0561	0.2971	0.6086	0.5984
AGAP6	414189	-0.6525	0.1604	0.1608	0.779	-0.0905	-0.1313	0.2894	0.3381	0.1716	0.4217
AGAP7	653268	-0.8118	0.2474	-0.4907	1.9158	-1.3855	2.3785	0.4533	0.1489	-0.7485	0.1792
AGAP8	728404	0.5032	-0.977	-0.6855	-0.3155	-0.0494	-1.4542	0.2454	0.1986	-0.3873	1.0842
AGBL1	123624	0.7243	-2.2458	0.3059	-2.2458	-2.2458	-2.2458	-2.2458	-2.2458	-2.2458	-2.2458
AGBL2	79841	0.639	0.9852	-1.5317	-0.143	0.1294	0.8702	0.1622	0.2712	0.2157	2.5012
AGBL3	340351	-0.3193	-0.0307	-1.0518	-1.1004	-0.922	0.6014	-0.7248	0.4115	0.1305	0.8429
AGBL4	84871	-0.0274	0.3894	-0.3317	-1.6457	0.3703	-0.2788	-1.1222	-0.1808	0.2683	-1.3084
AGBL5	60509	-0.4393	-0.7342	-0.5409	-0.9782	0.4032	0.0222	0.8424	-0.914	0.489	3.6559
AGER	177	-0.5562	0.3753	-0.9909	0.8611	-0.2341	0.6588	0.7227	0.8643	0.1016	0.9368
AGFG1	3267	-0.3008	0.6848	-0.1253	0.1958	-0.3664	-0.4902	0.7134	0.0499	0.6528	-0.209
AGFG2	3268	1.0772	0.6462	-1.206	-1.4512	0.6374	1.0736	-0.1246	0.0019	0.542	-1.1663
AGGF1	55109	-0.3399	-0.9255	-1.5828	0.3522	-0.1717	0.713	-0.4035	0.0194	-0.7021	0.1299
AGK	55750	-0.6521	-0.4346	1.1111	-0.3052	-0.0869	0.1561	0.5216	0.6452	-0.1264	1.0829
AGL	178	-0.3399	-0.5451	-0.9766	0.6472	-0.179	0.1171	-1.466	0.6995	-1.1329	-2.1246
AGMAT	79814	-0.2465	-0.3026	-1.8821	0.592	-0.2171	-0.3795	-1.039	1.5409	0.628	-1.6154
AGPAT1	10554	-0.2785	-0.5062	-0.2727	0.0975	-0.0005	-0.4831	0.868	0.0186	2.1987	-0.4963
AGPAT2	10555	0.7554	0.9848	-1.1726	-0.3876	0.3617	0.1369	-0.0072	-0.1375	0.7324	-0.2248
AGPAT3	56894	-0.6769	0.1942	-2.0211	-0.0746	1.0968	0.8926	0.3472	0.8436	1.1659	2.3184
AGPAT4	56895	-1.1432	0.5307	0.1443	0.4587	0.3172	-0.0004	-0.2176	0.5006	-0.1696	-0.3957
AGPAT5	55326	-0.5562	-1.1863	-1.4819	-0.151	-1.1999	-0.2197	-1.7274	0.6733	-0.6041	-0.3277
AGPAT6	137964	-0.5407	-0.9184	-1.4069	-1.7548	0.6508	-0.1564	-1.4911	0.5492	0.1495	-0.333
AGPAT9	84803	0.2594	0.1682	1.0125	-1.7887	-0.2679	-0.6537	-2.143	-0.2915	0.123	-2.169
AGPHD1	123688	0.96	0.3632	-0.3031	1.0454	-0.8955	1.9081	-0.865	-0.0059	0.2085	-1.0467
